,date,state,positive,death,total,temp,stp,wdsp,prcp,fog,coronavirus,covid,dry cough,fever,shortness of breath,face mask,Chinawords,Italywords,USwords,Outbreakwords,twitter_number
247,2020-04-07,TX,8262.0,154.0,88649,75.5,983.8,7.3,0.0,0,60,84,30,57,65,46,1060,71,1389,232,1076868
246,2020-04-07,TN,4138.0,72.0,52874,66.7,999.9,3.5,0.0,0,53,85,33,50,81,40,1060,71,1389,232,1076868
245,2020-04-07,SD,320.0,6.0,6270,58.9,945.1,5.7,0.0,0,62,77,0,15,0,58,1060,71,1389,232,1076868
244,2020-04-07,SC,2417.0,51.0,23680,73.3,8.2,4.3,0.0,0,58,93,18,33,55,54,1060,71,1389,232,1076868
229,2020-04-07,MS,1915.0,59.0,20547,72.2,4.2,6.3,0.0,1,55,73,0,38,52,50,1060,71,1389,232,1076868
242,2020-04-07,PA,14559.0,240.0,91278,53.3,996.5,2.2,0.0,0,57,86,18,49,40,29,1060,71,1389,232,1076868
240,2020-04-07,OK,1472.0,67.0,13293,70.8,975.8,9.6,0.0,0,59,76,53,35,100,62,1060,71,1389,232,1076868
239,2020-04-07,OH,4782.0,167.0,50838,57.4,970.5,3.9,99.99,1,50,86,19,51,64,52,1060,71,1389,232,1076868
238,2020-04-07,NY,138863.0,5489.0,340058,50.5,962.3,7.0,0.0,0,51,87,24,57,49,44,1060,71,1389,232,1076868
237,2020-04-07,NV,2087.0,58.0,18639,40.4,832.0,9.4,0.02,1,56,87,51,44,0,40,1060,71,1389,232,1076868
236,2020-04-07,NM,686.0,12.0,21825,55.0,811.2,8.4,0.0,0,55,82,30,24,29,73,1060,71,1389,232,1076868
235,2020-04-07,NJ,44416.0,1232.0,94974,52.6,8.3,4.3,0.0,0,52,85,40,60,45,39,1060,71,1389,232,1076868
234,2020-04-07,NH,715.0,9.0,8783,45.0,990.3,4.8,0.0,0,45,61,26,67,0,46,1060,71,1389,232,1076868
233,2020-04-07,NE,447.0,10.0,7258,64.6,941.3,9.8,0.0,0,50,92,25,29,0,53,1060,71,1389,232,1076868
232,2020-04-07,ND,237.0,4.0,7703,39.4,948.9,7.5,99.99,1,52,61,65,58,0,40,1060,71,1389,232,1076868
231,2020-04-07,NC,3221.0,46.0,41082,63.2,991.9,2.3,0.0,0,58,85,58,64,68,47,1060,71,1389,232,1076868
243,2020-04-07,RI,1230.0,30.0,10307,53.5,9.3,7.5,0.0,0,52,92,20,74,28,41,1060,71,1389,232,1076868
167,2020-04-08,IL,15078.0,462.0,75066,66.2,974.8,10.4,0.0,1,47,80,35,48,59,28,927,76,1245,220,1079790
168,2020-04-08,IN,5943.0,203.0,30869,70.8,975.5,5.3,0.0,0,48,80,53,47,45,36,927,76,1245,220,1079790
169,2020-04-08,KS,1046.0,38.0,10183,66.1,970.4,5.2,0.0,0,52,82,0,49,0,44,927,76,1245,220,1079790
170,2020-04-08,KY,1149.0,65.0,21604,69.8,972.2,8.7,0.0,0,52,82,21,39,20,30,927,76,1245,220,1079790
175,2020-04-08,MI,20589.0,959.0,66139,55.4,977.6,5.8,99.99,1,46,79,40,45,41,42,927,76,1245,220,1079790
172,2020-04-08,MA,16692.0,615.0,87541,47.2,986.3,4.9,0.06,1,46,88,33,43,45,36,927,76,1245,220,1079790
173,2020-04-08,MD,5529.0,124.0,38462,60.5,999.9,5.5,0.0,0,54,83,20,56,62,38,927,76,1245,220,1079790
174,2020-04-08,ME,537.0,14.0,6625,39.7,990.5,4.1,0.0,0,40,76,23,43,36,39,927,76,1245,220,1079790
166,2020-04-08,ID,1210.0,15.0,11898,35.0,804.0,1.8,0.0,0,40,71,0,24,54,33,927,76,1245,220,1079790
171,2020-04-08,LA,17030.0,652.0,81406,77.4,7.8,5.9,0.0,0,46,74,32,42,49,38,927,76,1245,220,1079790
165,2020-04-08,IA,1145.0,27.0,13966,54.5,972.9,9.5,0.0,0,44,73,38,22,49,40,927,76,1245,220,1079790
159,2020-04-08,CT,7781.0,277.0,29036,49.6,998.4,3.8,0.31,1,47,77,10,56,21,43,927,76,1245,220,1079790
163,2020-04-08,GA,9901.0,362.0,38787,69.2,999.3,4.0,0.1,1,60,83,38,53,57,38,927,76,1245,220,1079790
162,2020-04-08,FL,15455.0,309.0,144458,76.6,10.3,5.4,0.0,0,55,81,40,63,37,39,927,76,1245,220,1079790
161,2020-04-08,DE,928.0,16.0,8556,58.8,999.9,11.3,0.0,0,43,67,31,24,0,20,927,76,1245,220,1079790
160,2020-04-08,DC,1440.0,27.0,8283,64.8,999.9,4.9,0.0,0,47,75,0,40,81,29,927,76,1245,220,1079790
158,2020-04-08,CO,5429.0,179.0,28094,36.3,671.5,7.2,0.0,0,39,73,9,37,12,20,927,76,1245,220,1079790
157,2020-04-08,CA,16957.0,442.0,158864,54.7,6.1,6.3,0.13,1,56,85,31,46,51,59,927,76,1245,220,1079790
156,2020-04-08,AZ,2726.0,80.0,34564,70.9,963.5,6.1,0.0,0,56,74,67,50,73,44,927,76,1245,220,1079790
155,2020-04-08,AR,1000.0,18.0,14530,73.1,997.3,4.4,0.04,1,48,73,27,36,42,39,927,76,1245,220,1079790
154,2020-04-08,AL,2369.0,66.0,19122,70.3,999.9,4.4,0.1,0,49,68,14,44,32,43,927,76,1245,220,1079790
153,2020-04-08,AK,226.0,7.0,7068,18.4,942.5,7.1,0.0,0,42,59,0,45,43,33,927,76,1245,220,1079790
176,2020-04-08,MN,1154.0,39.0,30753,47.2,971.9,9.1,0.0,0,41,76,31,33,15,28,927,76,1245,220,1079790
164,2020-04-08,HI,410.0,5.0,15149,72.8,999.2,3.7,1.35,0,62,77,63,40,38,39,927,76,1245,220,1079790
177,2020-04-08,MO,3327.0,58.0,34110,73.6,985.6,4.2,0.0,0,50,71,14,32,67,37,927,76,1245,220,1079790
178,2020-04-08,MS,2003.0,67.0,20635,76.3,0.2,6.8,0.0,0,49,72,25,71,52,60,927,76,1245,220,1079790
179,2020-04-08,MT,332.0,6.0,7398,32.7,999.9,999.9,0.0,0,43,69,45,55,0,20,927,76,1245,220,1079790
202,2020-04-08,WV,462.0,4.0,12545,65.4,971.3,7.0,0.51,1,52,73,0,40,33,31,927,76,1245,220,1079790
201,2020-04-08,WI,2756.0,99.0,32871,49.4,969.9,4.8,0.01,1,41,63,27,37,24,31,927,76,1245,220,1079790
200,2020-04-08,WA,9214.0,443.0,118061,42.6,884.9,3.6,0.0,0,54,78,0,38,51,34,927,76,1245,220,1079790
199,2020-04-08,VT,605.0,23.0,7749,40.9,963.4,2.7,0.0,0,44,76,31,11,0,20,927,76,1245,220,1079790
198,2020-04-08,VA,3645.0,75.0,30645,61.4,988.1,4.7,0.28,1,50,80,26,61,28,44,927,76,1245,220,1079790
197,2020-04-08,UT,1846.0,13.0,36116,53.2,863.9,5.5,0.0,0,39,76,24,41,19,42,927,76,1245,220,1079790
195,2020-04-08,TN,4362.0,79.0,56618,69.3,999.9,5.5,0.0,0,50,71,16,67,32,32,927,76,1245,220,1079790
194,2020-04-08,SD,393.0,6.0,6748,52.3,952.0,11.4,0.0,0,60,86,0,29,0,37,927,76,1245,220,1079790
193,2020-04-08,SC,2552.0,63.0,24634,74.9,2.1,7.2,0.0,0,51,77,44,39,44,42,927,76,1245,220,1079790
192,2020-04-08,RI,1450.0,35.0,12132,49.3,0.2,6.1,0.04,1,46,79,0,30,54,30,927,76,1245,220,1079790
191,2020-04-08,PA,16239.0,309.0,98538,60.8,985.7,5.2,0.35,1,52,85,27,49,45,24,927,76,1245,220,1079790
196,2020-04-08,TX,9353.0,177.0,96258,79.8,981.3,7.5,0.0,0,55,81,34,55,49,34,927,76,1245,220,1079790
189,2020-04-08,OK,1524.0,79.0,13345,73.4,972.5,5.6,0.0,0,53,69,54,51,38,42,927,76,1245,220,1079790
190,2020-04-08,OR,1239.0,33.0,24564,41.3,999.9,5.9,0.0,0,51,65,29,34,17,32,927,76,1245,220,1079790
180,2020-04-08,NC,3426.0,53.0,42987,77.5,983.2,4.3,0.05,1,54,79,35,58,47,40,927,76,1245,220,1079790
181,2020-04-08,ND,251.0,4.0,8552,39.9,954.6,17.4,99.99,1,46,61,0,21,67,33,927,76,1245,220,1079790
182,2020-04-08,NE,519.0,12.0,7961,59.5,945.0,11.7,0.0,0,50,71,0,24,48,36,927,76,1245,220,1079790
183,2020-04-08,NH,788.0,18.0,9266,44.0,982.5,2.7,0.0,0,43,69,0,23,37,44,927,76,1245,220,1079790
203,2020-04-08,WY,221.0,0.0,4064,43.6,837.5,9.3,0.0,0,47,74,45,31,0,38,927,76,1245,220,1079790
185,2020-04-08,NM,794.0,13.0,22245,52.8,811.8,3.9,0.0,0,51,86,92,31,44,65,927,76,1245,220,1079790
186,2020-04-08,NV,2318.0,71.0,20566,47.0,832.2,10.8,0.05,1,50,80,0,49,50,47,927,76,1245,220,1079790
187,2020-04-08,NY,149316.0,6268.0,365153,49.9,952.1,5.8,0.11,1,46,80,34,45,58,34,927,76,1245,220,1079790
188,2020-04-08,OH,5148.0,193.0,53341,62.5,963.2,6.7,99.99,1,47,79,22,48,59,38,927,76,1245,220,1079790
184,2020-04-08,NJ,47437.0,1504.0,100416,58.1,996.6,6.5,0.38,1,48,86,49,56,50,40,927,76,1245,220,1079790
114,2020-04-09,IA,1270.0,29.0,14973,37.7,978.6,14.9,0.0,1,43,71,38,41,0,38,970,56,1185,206,1056400
123,2020-04-09,ME,560.0,16.0,6648,37.5,985.4,2.9,0.0,1,36,72,0,23,0,31,970,56,1185,206,1056400
122,2020-04-09,MD,6185.0,138.0,41529,55.7,999.9,7.0,0.0,0,53,77,10,31,16,38,970,56,1185,206,1056400
121,2020-04-09,MA,18843.0,725.0,94989,43.7,980.3,7.3,0.83,1,44,84,49,52,37,30,970,56,1185,206,1056400
120,2020-04-09,LA,18283.0,702.0,86919,76.3,6.2,3.9,0.0,1,43,70,16,50,20,29,970,56,1185,206,1056400
119,2020-04-09,KY,1346.0,73.0,21801,57.9,970.7,10.5,99.99,1,46,70,62,44,0,30,970,56,1185,206,1056400
118,2020-04-09,KS,1106.0,42.0,10775,52.5,980.1,9.3,0.0,0,44,66,0,100,29,37,970,56,1185,206,1056400
117,2020-04-09,IN,6351.0,245.0,32133,50.3,977.1,15.7,0.2,1,45,68,50,43,64,33,970,56,1185,206,1056400
116,2020-04-09,IL,16422.0,528.0,80857,45.7,979.2,17.8,0.03,0,46,81,20,41,24,28,970,56,1185,206,1056400
115,2020-04-09,ID,1232.0,18.0,12531,36.0,803.0,3.0,0.0,0,38,68,34,50,0,32,970,56,1185,206,1056400
124,2020-04-09,MI,21504.0,1076.0,67054,43.3,975.0,9.5,99.99,1,47,73,32,39,37,41,970,56,1185,206,1056400
102,2020-04-09,AK,235.0,7.0,7223,17.6,953.9,6.1,0.0,0,46,55,0,18,0,44,970,56,1185,206,1056400
111,2020-04-09,FL,16364.0,354.0,153944,78.6,7.0,9.9,0.0,0,52,77,18,53,57,38,970,56,1185,206,1056400
110,2020-04-09,DE,1207.0,23.0,9890,54.7,999.9,18.7,0.0,0,46,76,0,35,0,21,970,56,1185,206,1056400
109,2020-04-09,DC,1523.0,32.0,8724,61.7,999.9,5.5,0.0,0,43,83,41,30,0,19,970,56,1185,206,1056400
108,2020-04-09,CT,9784.0,380.0,33502,45.2,992.8,5.2,0.48,1,43,70,10,50,63,32,970,56,1185,206,1056400
107,2020-04-09,CO,5655.0,193.0,29199,37.2,671.8,5.2,0.0,0,39,66,9,39,19,22,970,56,1185,206,1056400
106,2020-04-09,CA,18309.0,492.0,177600,51.7,8.5,8.8,0.32,1,54,82,26,51,57,51,970,56,1185,206,1056400
105,2020-04-09,AZ,3018.0,89.0,37178,62.4,967.4,5.2,0.0,0,53,66,62,32,55,36,970,56,1185,206,1056400
104,2020-04-09,AR,1119.0,21.0,14951,69.9,0.4,6.6,0.0,0,47,64,27,52,29,18,970,56,1185,206,1056400
103,2020-04-09,AL,2769.0,74.0,20827,71.1,999.9,5.2,0.02,0,48,63,14,38,33,38,970,56,1185,206,1056400
125,2020-04-09,MN,1242.0,50.0,32294,34.2,975.5,13.5,0.0,1,39,68,39,31,46,24,970,56,1185,206,1056400
112,2020-04-09,GA,10566.0,379.0,41085,72.4,994.7,7.4,0.12,1,57,75,15,47,34,41,970,56,1185,206,1056400
126,2020-04-09,MO,3539.0,77.0,38494,56.9,993.4,11.3,0.0,0,49,67,14,57,86,34,970,56,1185,206,1056400
113,2020-04-09,HI,435.0,5.0,15751,73.1,999.3,4.0,0.06,1,52,70,32,40,0,37,970,56,1185,206,1056400
128,2020-04-09,MT,354.0,6.0,7860,33.9,999.9,999.9,0.0,0,38,66,46,37,0,18,970,56,1185,206,1056400
127,2020-04-09,MS,2260.0,76.0,20892,76.1,998.2,7.9,0.0,0,48,67,25,62,27,37,970,56,1185,206,1056400
151,2020-04-09,WV,523.0,5.0,13863,57.4,967.8,11.9,0.51,1,54,65,25,30,34,37,970,56,1185,206,1056400
150,2020-04-09,WI,2885.0,111.0,34309,38.3,970.9,14.0,0.0,1,41,64,35,24,37,33,970,56,1185,206,1056400
149,2020-04-09,WA,9492.0,459.0,122036,51.8,883.4,2.4,0.0,0,52,76,23,20,17,23,970,56,1185,206,1056400
148,2020-04-09,VT,628.0,23.0,8181,39.1,954.9,5.9,0.0,1,41,69,0,22,0,28,970,56,1185,206,1056400
147,2020-04-09,VA,4042.0,109.0,33653,61.3,982.4,8.3,0.08,1,50,77,19,65,55,37,970,56,1185,206,1056400
146,2020-04-09,UT,1976.0,13.0,38373,51.5,861.4,7.4,0.01,0,40,73,47,51,58,32,970,56,1185,206,1056400
145,2020-04-09,TX,10230.0,199.0,106134,75.5,981.3,5.4,99.99,1,52,75,32,49,40,33,970,56,1185,206,1056400
144,2020-04-09,TN,4634.0,94.0,59849,63.9,999.9,6.2,0.0,0,48,66,58,37,49,37,970,56,1185,206,1056400
143,2020-04-09,SD,447.0,6.0,7147,37.4,959.2,15.5,0.0,0,53,65,0,59,51,26,970,56,1185,206,1056400
142,2020-04-09,SC,2792.0,67.0,27367,77.4,996.2,8.0,0.0,0,45,70,18,33,44,32,970,56,1185,206,1056400
141,2020-04-09,RI,1727.0,43.0,12409,45.4,995.1,9.3,0.69,1,44,76,20,70,29,28,970,56,1185,206,1056400
152,2020-04-09,WY,230.0,0.0,4150,37.5,840.1,6.6,0.0,0,49,70,0,16,0,30,970,56,1185,206,1056400
139,2020-04-09,OR,1321.0,44.0,25627,44.4,999.9,8.2,0.0,0,49,61,40,46,35,26,970,56,1185,206,1056400
140,2020-04-09,PA,18228.0,338.0,105602,49.7,981.3,7.1,0.23,1,49,81,27,47,40,26,970,56,1185,206,1056400
130,2020-04-09,ND,269.0,5.0,8990,30.0,959.8,15.3,99.99,1,49,63,0,29,0,50,970,56,1185,206,1056400
131,2020-04-09,NE,567.0,14.0,8683,44.2,953.4,13.0,0.0,0,45,74,24,41,0,40,970,56,1185,206,1056400
132,2020-04-09,NH,788.0,18.0,9694,39.7,975.8,3.3,0.86,1,40,74,24,22,35,45,970,56,1185,206,1056400
133,2020-04-09,NJ,51027.0,1700.0,107192,51.5,992.1,9.6,0.15,1,46,89,27,57,32,52,970,56,1185,206,1056400
129,2020-04-09,NC,3651.0,65.0,47809,65.7,979.5,6.2,0.28,1,49,74,36,44,82,30,970,56,1185,206,1056400
135,2020-04-09,NV,2456.0,80.0,21771,38.9,832.4,7.7,0.31,1,50,84,76,47,0,36,970,56,1185,206,1056400
136,2020-04-09,NY,159937.0,7067.0,391549,42.0,999.9,7.7,0.1,1,45,81,26,40,37,30,970,56,1185,206,1056400
137,2020-04-09,OH,5512.0,213.0,55985,49.9,959.9,12.0,99.99,1,43,72,8,29,40,30,970,56,1185,206,1056400
138,2020-04-09,OK,1684.0,80.0,20279,66.0,979.4,7.7,0.0,0,51,65,0,19,64,31,970,56,1185,206,1056400
134,2020-04-09,NM,865.0,16.0,23807,56.8,811.0,6.3,0.0,0,48,66,31,42,30,42,970,56,1185,206,1056400
64,2020-04-10,ID,1353.0,24.0,13094,42.1,799.8,3.1,0.0,0,41,64,0,33,28,38,918,97,1240,188,995210
72,2020-04-10,ME,586.0,17.0,6674,32.0,971.7,10.7,99.99,1,34,67,0,20,0,24,918,97,1240,188,995210
71,2020-04-10,MD,6968.0,171.0,44448,47.8,999.0,10.1,0.0,0,48,72,21,27,48,45,918,97,1240,188,995210
70,2020-04-10,MA,20878.0,832.0,102442,40.1,973.3,12.5,0.0,0,43,76,28,41,47,32,918,97,1240,188,995210
69,2020-04-10,LA,19253.0,755.0,92280,65.3,8.2,4.7,0.51,1,39,60,52,50,42,25,918,97,1240,188,995210
68,2020-04-10,KY,1693.0,90.0,24288,46.4,973.7,6.3,99.99,1,45,71,43,23,20,30,918,97,1240,188,995210
67,2020-04-10,KS,1166.0,50.0,11414,44.1,983.5,11.5,0.0,0,41,71,48,40,60,26,918,97,1240,188,995210
66,2020-04-10,IN,6907.0,300.0,35040,36.5,981.8,14.2,0.01,1,43,67,27,41,15,37,918,97,1240,188,995210
65,2020-04-10,IL,17887.0,596.0,87527,36.3,983.8,15.7,0.0,0,44,72,33,42,17,29,918,97,1240,188,995210
73,2020-04-10,MI,22783.0,1281.0,72044,34.7,978.7,10.4,99.99,1,44,69,8,37,43,30,918,97,1240,188,995210
57,2020-04-10,CT,10538.0,448.0,36288,42.7,988.0,6.3,0.0,0,42,75,0,57,23,34,918,97,1240,188,995210
61,2020-04-10,GA,11483.0,416.0,46147,68.2,995.0,6.8,0.01,0,51,69,45,40,54,33,918,97,1240,188,995210
60,2020-04-10,FL,17531.0,390.0,164241,76.0,5.4,7.7,0.0,0,50,73,32,52,49,39,918,97,1240,188,995210
59,2020-04-10,DE,1326.0,23.0,11741,47.9,997.5,13.5,0.0,0,44,75,32,19,0,24,918,97,1240,188,995210
58,2020-04-10,DC,1660.0,38.0,9355,49.9,999.1,18.2,0.0,0,43,66,21,31,85,13,918,97,1240,188,995210
56,2020-04-10,CO,6510.0,250.0,32653,30.7,670.6,7.2,0.0,0,38,69,19,45,0,19,918,97,1240,188,995210
55,2020-04-10,CA,19472.0,541.0,178763,52.8,9.0,3.7,0.0,0,51,79,14,49,35,46,918,97,1240,188,995210
54,2020-04-10,AZ,3112.0,97.0,37734,65.8,965.1,3.8,0.0,0,50,70,24,26,39,39,918,97,1240,188,995210
53,2020-04-10,AR,1171.0,23.0,17120,63.1,3.8,4.4,0.0,0,43,72,29,27,0,29,918,97,1240,188,995210
52,2020-04-10,AL,2968.0,80.0,21026,70.3,999.9,5.7,0.0,0,42,62,29,36,17,30,918,97,1240,188,995210
51,2020-04-10,AK,246.0,7.0,7432,17.6,953.9,6.1,0.0,0,41,64,50,19,45,37,918,97,1240,188,995210
74,2020-04-10,MN,1336.0,57.0,33894,29.8,981.1,9.6,0.04,0,36,64,25,24,16,30,918,97,1240,188,995210
62,2020-04-10,HI,442.0,6.0,16149,75.7,998.6,4.7,0.0,0,53,73,0,18,0,30,918,97,1240,188,995210
75,2020-04-10,MO,3799.0,96.0,40740,47.2,998.5,11.5,0.0,0,46,65,22,43,40,33,918,97,1240,188,995210
63,2020-04-10,IA,1388.0,31.0,15953,30.7,984.0,11.7,0.0,0,42,72,0,30,25,32,918,97,1240,188,995210
77,2020-04-10,MT,365.0,6.0,8297,47.1,999.9,999.9,0.0,0,36,61,0,45,0,22,918,97,1240,188,995210
76,2020-04-10,MS,2469.0,82.0,21101,68.8,0.4,7.2,0.0,0,44,73,26,49,28,33,918,97,1240,188,995210
100,2020-04-10,WV,554.0,5.0,14555,44.7,972.4,12.5,0.0,1,50,75,26,26,0,37,918,97,1240,188,995210
99,2020-04-10,WI,3068.0,128.0,36293,34.3,976.6,9.7,0.01,0,40,61,52,40,26,32,918,97,1240,188,995210
98,2020-04-10,WA,9941.0,476.0,126337,47.8,880.6,4.4,0.0,0,49,71,0,36,35,24,918,97,1240,188,995210
97,2020-04-10,VT,679.0,24.0,8232,34.5,947.9,5.8,1.0,0,38,68,0,28,0,22,918,97,1240,188,995210
96,2020-04-10,VA,4509.0,121.0,35980,50.5,984.8,9.9,0.0,0,46,74,26,53,40,36,918,97,1240,188,995210
95,2020-04-10,UT,2102.0,17.0,40762,45.7,863.7,1.4,0.0,0,40,70,0,55,0,32,918,97,1240,188,995210
94,2020-04-10,TX,11671.0,226.0,115718,64.5,983.6,2.5,0.0,0,50,72,19,50,23,31,918,97,1240,188,995210
93,2020-04-10,TN,4862.0,98.0,62799,54.5,992.5,7.5,0.0,0,46,59,17,44,43,28,918,97,1240,188,995210
92,2020-04-10,SD,536.0,6.0,7647,31.7,962.1,2.3,0.0,0,53,99,0,16,0,22,918,97,1240,188,995210
91,2020-04-10,SC,3065.0,72.0,28183,73.5,997.1,12.0,0.0,0,43,71,19,35,70,30,918,97,1240,188,995210
90,2020-04-10,RI,2015.0,49.0,14296,42.0,987.4,11.0,0.0,0,41,73,0,33,30,20,918,97,1240,188,995210
101,2020-04-10,WY,253.0,0.0,4989,40.9,836.0,8.0,0.0,0,42,53,0,41,0,14,918,97,1240,188,995210
88,2020-04-10,OR,1321.0,44.0,25627,66.3,8.6,5.0,0.0,0,44,62,0,34,17,28,918,97,1240,188,995210
87,2020-04-10,OK,1794.0,88.0,22164,56.3,982.6,3.0,0.0,0,48,58,28,40,40,40,918,97,1240,188,995210
86,2020-04-10,OH,5878.0,231.0,58573,37.7,963.6,14.3,0.0,0,40,70,32,31,43,30,918,97,1240,188,995210
85,2020-04-10,NY,170512.0,7844.0,417885,35.0,943.7,8.5,0.0,1,40,73,36,38,33,27,918,97,1240,188,995210
84,2020-04-10,NV,2584.0,86.0,22749,38.3,834.1,8.0,0.0,0,47,74,0,33,51,37,918,97,1240,188,995210
83,2020-04-10,NM,1091.0,19.0,27098,58.5,809.4,9.0,0.0,0,48,80,0,29,31,46,918,97,1240,188,995210
82,2020-04-10,NJ,54588.0,1932.0,113523,47.3,991.2,13.0,0.0,1,46,79,42,54,33,60,918,97,1240,188,995210
81,2020-04-10,NH,819.0,21.0,10113,33.9,966.8,5.6,0.09,1,37,66,25,38,54,34,918,97,1240,188,995210
80,2020-04-10,NE,635.0,15.0,9354,33.2,956.8,6.1,0.0,0,44,73,0,50,0,25,918,97,1240,188,995210
79,2020-04-10,ND,278.0,6.0,9608,33.0,962.9,7.5,0.0,0,44,64,0,16,77,30,918,97,1240,188,995210
78,2020-04-10,NC,3908.0,74.0,57645,66.5,978.7,7.8,0.0,0,46,71,33,40,72,37,918,97,1240,188,995210
89,2020-04-10,PA,19979.0,416.0,113019,40.0,982.1,7.3,0.03,1,47,73,15,37,42,21,918,97,1240,188,995210
14,2020-04-11,IL,19180.0,677.0,92149,36.3,983.8,15.7,0.0,0,33,71,32,42,50,28,927,68,1171,161,1047513
15,2020-04-11,IN,7435.0,330.0,39215,36.5,981.8,14.2,0.01,1,33,62,20,41,100,28,927,68,1171,161,1047513
16,2020-04-11,KS,1268.0,55.0,12343,44.1,983.5,11.5,0.0,0,36,65,27,58,0,34,927,68,1171,161,1047513
22,2020-04-11,MI,23993.0,1392.0,76014,34.7,978.7,10.4,99.99,1,32,70,18,33,30,28,927,68,1171,161,1047513
18,2020-04-11,LA,20014.0,806.0,96915,65.3,8.2,4.7,0.51,1,30,58,38,34,0,40,927,68,1171,161,1047513
19,2020-04-11,MA,22766.0,946.0,108881,40.1,973.3,12.5,0.0,0,32,74,26,34,52,43,927,68,1171,161,1047513
20,2020-04-11,MD,7694.0,206.0,47238,47.8,999.0,10.1,0.0,0,37,73,23,37,27,41,927,68,1171,161,1047513
21,2020-04-11,ME,616.0,19.0,6704,32.0,971.7,10.7,99.99,1,31,55,0,21,41,24,927,68,1171,161,1047513
17,2020-04-11,KY,1693.0,90.0,24288,46.4,973.7,6.3,99.99,1,33,65,0,45,34,28,927,68,1171,161,1047513
13,2020-04-11,ID,1396.0,25.0,13764,42.1,799.8,3.1,0.0,0,30,62,0,50,31,14,927,68,1171,161,1047513
7,2020-04-11,DC,1778.0,47.0,10039,49.9,999.1,18.2,0.0,0,33,56,0,12,0,44,927,68,1171,161,1047513
11,2020-04-11,HI,465.0,8.0,17531,75.7,998.6,4.7,0.0,0,43,66,0,19,0,35,927,68,1171,161,1047513
10,2020-04-11,GA,12159.0,428.0,51715,68.2,995.0,6.8,0.01,0,38,66,39,59,33,37,927,68,1171,161,1047513
9,2020-04-11,FL,18494.0,438.0,174351,76.0,5.4,7.7,0.0,0,39,74,20,44,27,46,927,68,1171,161,1047513
8,2020-04-11,DE,1479.0,33.0,11103,47.9,997.5,13.5,0.0,0,35,62,71,46,0,29,927,68,1171,161,1047513
6,2020-04-11,CT,11510.0,494.0,39831,42.7,988.0,6.3,0.0,0,32,66,12,51,38,37,927,68,1171,161,1047513
5,2020-04-11,CO,6510.0,250.0,32653,30.7,670.6,7.2,0.0,0,31,66,0,46,29,20,927,68,1171,161,1047513
4,2020-04-11,CA,19472.0,609.0,185276,52.8,9.0,3.7,0.0,0,39,75,15,51,45,44,927,68,1171,161,1047513
3,2020-04-11,AZ,3393.0,108.0,40530,65.8,965.1,3.8,0.0,0,41,67,19,43,0,41,927,68,1171,161,1047513
2,2020-04-11,AR,1226.0,24.0,18578,63.1,3.8,4.4,0.0,0,33,56,0,27,66,30,927,68,1171,161,1047513
1,2020-04-11,AL,3191.0,91.0,21249,70.3,999.9,5.7,0.0,0,33,58,0,35,40,37,927,68,1171,161,1047513
23,2020-04-11,MN,1427.0,64.0,35404,29.8,981.1,9.6,0.04,0,32,61,20,11,77,24,927,68,1171,161,1047513
12,2020-04-11,IA,1510.0,34.0,17132,30.7,984.0,11.7,0.0,0,32,61,0,33,0,27,927,68,1171,161,1047513
24,2020-04-11,MO,4024.0,109.0,43172,47.2,998.5,11.5,0.0,0,33,55,24,44,32,36,927,68,1171,161,1047513
37,2020-04-11,OR,1371.0,48.0,27224,66.3,8.6,5.0,0.0,0,38,63,22,41,0,25,927,68,1171,161,1047513
26,2020-04-11,MT,377.0,6.0,8581,47.1,999.9,999.9,0.0,0,29,52,0,31,0,22,927,68,1171,161,1047513
50,2020-04-11,WY,261.0,0.0,5459,40.9,836.0,8.0,0.0,0,29,48,0,17,0,32,927,68,1171,161,1047513
49,2020-04-11,WV,577.0,5.0,15452,44.7,972.4,12.5,0.0,1,37,56,28,33,0,43,927,68,1171,161,1047513
48,2020-04-11,WI,3213.0,137.0,37893,34.3,976.6,9.7,0.01,0,32,55,33,23,22,26,927,68,1171,161,1047513
47,2020-04-11,WA,10162.0,494.0,128398,47.8,880.6,4.4,0.0,0,38,62,31,36,28,31,927,68,1171,161,1047513
46,2020-04-11,VT,711.0,25.0,9258,34.5,947.9,5.8,1.0,0,25,66,0,26,0,25,927,68,1171,161,1047513
45,2020-04-11,VA,5077.0,130.0,38516,50.5,984.8,9.9,0.0,0,35,67,44,41,38,38,927,68,1171,161,1047513
44,2020-04-11,UT,2206.0,18.0,42546,45.7,863.7,1.4,0.0,0,30,58,0,36,0,38,927,68,1171,161,1047513
43,2020-04-11,TX,12561.0,254.0,120533,64.5,983.6,2.5,0.0,0,36,70,28,49,69,28,927,68,1171,161,1047513
42,2020-04-11,TN,5114.0,101.0,66828,54.5,992.5,7.5,0.0,0,35,59,29,54,19,32,927,68,1171,161,1047513
41,2020-04-11,SD,626.0,6.0,8006,31.7,962.1,2.3,0.0,0,48,89,0,35,0,26,927,68,1171,161,1047513
40,2020-04-11,SC,3207.0,80.0,30093,73.5,997.1,12.0,0.0,0,31,64,41,33,64,31,927,68,1171,161,1047513
39,2020-04-11,RI,2349.0,56.0,18207,42.0,987.4,11.0,0.0,0,37,76,23,73,0,25,927,68,1171,161,1047513
